nome,cpf,idade,data,estado,endereco
Ana Luiza Jesus,541.896.327-91,65,1958-06-14,BAHIA,não informado
Guilherme Cardoso,197.582.630-21,72,1952-03-27,SANTA CATARINA,"trevo nicole da cruz, 7
conjunto providencia
11509884 cavalcanti de minas / rs"
Luiz Felipe Azevedo,439.160.725-52,49,1975-03-19,RIO GRANDE DO NORTE,"campo erick fernandes, 464
são benedito
76887327 campos de mendes / ac"
Nathan Araújo,813.402.695-89,60,1963-06-14,PARANÁ,"quadra de martins
nazare
23016-369 oliveira de minas / am"
Clara Ferreira,467.319.852-28,79,1945-01-22,GOIÁS,"fazenda de ferreira, 76
conjunto paulo vi
54239086 nunes / ms"
Felipe Da Mata,634.920.187-69,85,1938-12-02,RONDÔNIA,"estrada gabrielly rocha, 634
ouro minas
95202077 viana / pa"
Enzo Gabriel Azevedo,789.531.604-48,67,1956-04-27,PARÁ,"estação cardoso, 175
barão homem de melo 1ª seção
09804148 gonçalves do galho / sc"
Maitê Barbosa,231.648.705-07,20,2003-05-18,DISTRITO FEDERAL,"estrada duarte, 37
marmiteiros
24369771 ribeiro do galho / ms"
Srta. Isis Da Cruz,073.618.249-78,89,1934-08-30,RONDÔNIA,"praia moreira, 20
são jorge 2ª seção
94716-893 duarte da mata / to"
Otávio Da Mata,835.072.469-29,51,1972-05-06,PARANÁ,"largo de da cruz, 431
mangueiras
02714780 azevedo / to"
Sophie Castro,165.328.479-09,40,1983-05-27,RIO GRANDE DO NORTE,"trevo de moraes, 78
bairro das indústrias ii
45125491 sales / to"
Diogo Da Cunha,263.895.041-60,33,1990-05-29,MARANHÃO,"distrito kaique costa, 17
novo glória
46996567 souza do galho / rj"
Benício Fernandes,389.160.527-77,30,1993-09-13,ALAGOAS,"condomínio da cunha, 964
conjunto califórnia i
67255-410 da cruz / es"
João Pedro Silva,523.846.091-06,45,1978-12-25,PERNAMBUCO,"praia de almeida, 38
vila nova gameleira 3ª seção
54576-192 vieira da prata / mg"
Heloísa Cunha,260.935.487-83,20,2003-11-15,PERNAMBUCO,"aeroporto santos, 94
ademar maldonado
41937-961 moraes do sul / pi"
Bruno Novaes,190.734.658-93,72,1951-04-05,AMAPÁ,"alameda de da mata, 18
barroca
13387129 gomes / ms"
Levi Cavalcanti,291.367.458-55,80,1944-03-25,BAHIA,"aeroporto aragão, 8
guarani
57857653 rocha / df"
João Pedro Lopes,407.389.216-96,53,1970-04-15,SÃO PAULO,"vereda daniel gonçalves, 6
bacurau
96830-555 cardoso / pb"
Heloísa Da Luz,569.471.830-57,61,1963-01-03,RONDÔNIA,"conjunto de cunha, 63
estrela
07472157 almeida alegre / sp"
Lorena Gomes,298.036.457-65,20,2004-03-18,SERGIPE,"rodovia de cavalcanti, 47
capitão eduardo
09605665 ribeiro / ap"
Milena Vieira,623.518.490-51,97,1927-01-05,DISTRITO FEDERAL,"loteamento thiago fernandes, 51
graça
12694-138 martins / pb"
Milena Ramos,160.527.493-34,46,1977-09-06,SÃO PAULO,"praça breno ribeiro
vista do sol
12554-127 viana de jesus / pb"
Vitor Hugo Ramos,286.790.413-78,73,1951-02-14,DISTRITO FEDERAL,"viela alice nogueira, 65
olaria
24640044 duarte verde / ma"
Ana Julia Nascimento,197.034.862-31,63,1960-10-04,PARÁ,"aeroporto cavalcanti
coqueiros
47705002 farias / se"
Dr. Enrico Carvalho,254.079.386-00,54,1969-04-10,PERNAMBUCO,"travessa de santos
garças
00882775 nogueira do oeste / mt"
Vitor Hugo Cunha,701.638.549-39,91,1933-02-02,SANTA CATARINA,"passarela isis porto, 38
capitão eduardo
59540065 da cruz / pa"
Dr. Samuel Moura,402.517.398-05,22,2001-11-24,DISTRITO FEDERAL,"parque daniel pinto, 7
vista alegre
12655421 gomes da praia / mt"
Luana Nascimento,314.726.089-50,30,1993-12-13,MATO GROSSO DO SUL,"vila letícia da paz, 17
marajó
64325-663 costa / ce"
Dra. Maria Vitória Viana,250.397.846-00,98,1926-03-20,PERNAMBUCO,"colônia de moura
morro dos macacos
29779-356 campos / pr"
Sr. Calebe Duarte,936.124.087-04,60,1963-05-07,BAHIA,"alameda joão pedro castro, 14
vila fumec
55701851 mendes / am"
Leonardo Costela,624.850.739-29,31,1992-11-16,MARANHÃO,"via de jesus
caetano furquim
82505-115 costa do galho / mg"
Benício Moreira,136.294.085-24,44,1980-01-21,DISTRITO FEDERAL,"feira marcos vinicius da cruz, 317
leonina
67749-105 teixeira / ma"
Lucca Mendes,819.720.564-76,83,1940-10-16,AMAPÁ,"via de ferreira, 44
cidade jardim
02171-958 da cunha das flores / mg"
Sophie Farias,741.608.539-00,87,1936-05-09,SÃO PAULO,"aeroporto de ribeiro, 65
mariquinhas
76708298 aragão de silveira / am"
Bruna Da Rocha,845.291.376-19,62,1961-06-10,MATO GROSSO,"loteamento otávio freitas, 74
camponesa 2ª seção
58449619 viana do amparo / to"
Heitor Nascimento,493.578.106-84,81,1942-06-30,ACRE,"área maria fernanda pinto
nova pampulha
46952516 cunha / mt"
Rafael Porto,629.875.103-30,27,1996-04-24,ESPÍRITO SANTO,"alameda da mata, 64
vila boa vista
13036-905 gonçalves / mg"
Luiz Miguel Da Paz,647.531.029-80,30,1993-06-20,PARAÍBA,"estrada de ribeiro, 73
buritis
43666-726 da paz da mata / mg"
Srta. Pietra Duarte,913.870.246-04,95,1928-07-02,RORAIMA,"aeroporto de nascimento, 13
pongelupe
16189813 ramos da serra / pr"
Eloah Cunha,908.156.243-60,22,2001-10-13,PERNAMBUCO,"chácara de costa, 62
aparecida
43036-509 fogaça / pi"
Bruna Rodrigues,625.170.489-67,21,2002-04-06,RIO GRANDE DO NORTE,"campo da costa, 719
olaria
49786000 fogaça da mata / go"
Felipe Monteiro,172.589.603-68,97,1926-12-21,AMAZONAS,"quadra de monteiro, 43
novo das industrias
16650333 gomes de araújo / ce"
Isis Campos,178.409.325-41,38,1986-01-03,RIO GRANDE DO SUL,"estrada pereira
vila batik
49494827 fernandes / pe"
Vitor Novaes,586.721.034-08,77,1946-07-07,SÃO PAULO,"lagoa de da rocha, 60
jardim atlântico
97946895 da cruz de melo / pi"
Yago Porto,907.486.135-01,42,1981-07-29,TOCANTINS,"parque alícia cavalcanti, 234
vila piratininga
01007-185 alves / ce"
Guilherme Campos,354.908.721-79,55,1968-11-20,GOIÁS,"largo de duarte, 24
barro preto
42665-603 das neves / ba"
Vitor Moraes,297.413.560-99,26,1998-04-02,RIO GRANDE DO SUL,"campo enrico lima, 20
trevo
56440-418 rodrigues do campo / to"
João Gabriel Jesus,790.215.864-01,98,1925-06-10,TOCANTINS,"favela martins, 7
barão homem de melo 2ª seção
94838-720 vieira / es"
Dr. Vitor Hugo Rezende,796.504.218-58,28,1995-06-07,MATO GROSSO,"ladeira barros, 84
xodo-marize
45531-581 santos / ap"
Dr. Arthur Carvalho,081.475.329-97,38,1985-12-10,RIO GRANDE DO SUL,"jardim silveira, 35
dona clara
99094-166 moraes do campo / rr"
Ryan Mendes,239.647.518-55,45,1978-04-27,PIAUÍ,"viaduto evelyn ribeiro, 56
dom silverio
54406-144 caldeira de minas / mg"
Ana Laura Silva,485.623.907-47,77,1946-04-24,PIAUÍ,"campo de farias, 77
paulo vi
80754-580 lima paulista / am"
Lorenzo Novaes,370.214.859-05,44,1979-08-31,SERGIPE,"loteamento alice freitas, 3
santa lúcia
92358-703 teixeira / al"
Cauê Cardoso,019.326.548-60,18,2005-08-09,SANTA CATARINA,"trecho alícia monteiro, 61
são jorge 3ª seção
48780702 da paz das flores / al"
Dra. Ana Luiza Silveira,324.769.180-40,82,1941-05-07,ALAGOAS,"alameda pinto, 59
cinquentenário
44694-989 barros de freitas / mt"
Lavínia Azevedo,318.962.570-03,75,1948-10-17,RORAIMA,"condomínio larissa teixeira, 216
olhos d'água
41107119 araújo de alves / ba"
Letícia Jesus,451.962.387-19,76,1947-04-25,MATO GROSSO DO SUL,"vale de da mata, 75
bela vitoria
70957619 pinto da prata / to"
Bruna Ribeiro,352.689.470-10,71,1952-09-11,DISTRITO FEDERAL,"trevo beatriz cardoso
prado
69816-364 silveira de da cunha / ap"
Theo Da Mata,758.604.312-44,65,1958-08-04,MATO GROSSO DO SUL,"feira souza, 65
santa helena
50266088 novaes do norte / al"
João Gabriel Porto,956.247.831-91,51,1972-08-14,SÃO PAULO,"fazenda luiza campos, 62
horto
82245-415 farias / go"
Maria Julia Freitas,178.405.623-53,73,1950-08-31,AMAZONAS,"loteamento de gomes, 86
liberdade
11683-949 nogueira / rs"
Dr. Otávio Barros,683.710.592-21,26,1997-04-16,SÃO PAULO,"condomínio marina costela, 29
morro dos macacos
55993-371 peixoto de goiás / rr"
Yasmin Gomes,827.516.430-35,99,1924-06-28,SERGIPE,"feira letícia nascimento, 5
unidas
19530508 duarte / ma"
Sofia Novaes,576.349.820-83,44,1979-07-31,PARANÁ,"aeroporto de ribeiro, 57
coração de jesus
29650-538 pinto do sul / mt"
Ian Da Luz,152.378.096-77,35,1988-10-26,RIO GRANDE DO SUL,"feira moura, 2
das industrias i
02663-431 lopes do sul / pb"
Davi Luiz Souza,857.341.602-53,76,1947-10-04,SANTA CATARINA,"favela peixoto, 76
mangueiras
26284015 dias / pe"
Cecília Araújo,032.146.758-26,19,2004-08-02,AMAPÁ,"distrito rezende, 61
jardim américa
93259-309 mendes de azevedo / mt"
Luiz Gustavo Duarte,381.072.456-44,59,1964-10-03,TOCANTINS,"favela caldeira, 98
maria helena
45764587 porto / df"
Ana Julia Cardoso,704.253.981-88,27,1996-10-19,RONDÔNIA,"chácara campos, 423
vila são geraldo
16112198 peixoto / mg"
Gabrielly Lima,560.172.389-30,98,1925-06-30,RONDÔNIA,"parque alves, 70
flavio de oliveira
53410009 ramos de rezende / rn"
Heloísa Ribeiro,437.291.568-37,63,1960-12-19,ESPÍRITO SANTO,"sítio luiz gustavo cunha
nova vista
04718173 cardoso de rocha / rj"
Letícia Costa,530.469.218-70,43,1980-05-19,SÃO PAULO,"viela yago oliveira, 70
serrano
09463-810 farias paulista / rn"
Ana Beatriz Da Rocha,438.759.201-04,79,1944-12-18,RONDÔNIA,"alameda joão fernandes, 25
estrela do oriente
46344769 teixeira de fogaça / go"
Benjamin Moura,975.431.028-97,21,2002-04-15,PARAÍBA,"trevo de rezende, 83
coqueiros
11231-598 peixoto / al"
Ana Julia Fogaça,103.764.259-70,37,1986-05-15,AMAZONAS,"área de gonçalves, 31
vila real 2ª seção
21471-324 lopes de da mota / rr"
Clara Da Mata,354.672.908-00,40,1983-08-09,TOCANTINS,"aeroporto de gomes, 936
vila santo antônio
04382205 carvalho alegre / mt"
Fernanda Oliveira,102.938.745-14,42,1981-10-30,SANTA CATARINA,"trevo correia, 72
olhos d'água
44387-007 moreira / rn"
Laura Das Neves,723.640.589-29,25,1999-02-26,RORAIMA,"viaduto vitor gabriel ferreira, 32
minas brasil
10002726 correia / go"
Lívia Teixeira,694.720.583-29,39,1984-05-09,PARAÍBA,"alameda teixeira, 9
vila são joão batista
26639-492 correia / al"
Eloah Moreira,904.361.758-00,89,1934-06-08,PARANÁ,"pátio de nunes, 3
vila nova dos milionarios
69899911 gonçalves da mata / ce"
Lívia Cardoso,619.543.702-61,87,1936-05-14,TOCANTINS,"campo de da paz
nova vista
48502-316 costela / pe"
Augusto Freitas,930.751.648-01,62,1961-08-23,PARAÍBA,"trevo marcos vinicius jesus, 4
alpes
23410-106 araújo / al"
Raquel Fernandes,467.250.891-94,76,1947-05-24,DISTRITO FEDERAL,"parque de teixeira, 132
vila de sá
37918-718 da luz grande / am"
Sr. Anthony Da Costa,614.295.730-07,32,1991-06-12,PIAUÍ,"área lima, 7
vila são francisco
74051-909 castro / pi"
Murilo Melo,431.069.572-80,22,2001-11-21,AMAPÁ,"trecho pires, 10
nazare
61544643 fogaça / ms"
Srta. Mirella Barbosa,430.561.789-75,85,1939-01-31,MATO GROSSO DO SUL,"pátio de da rosa
glória
13351-045 cardoso de goiás / se"
Gabriela Das Neves,437.950.268-65,40,1983-04-17,ACRE,"avenida emilly pereira
distrito industrial do jatoba
55933377 melo de farias / al"
Bruno Da Cunha,259.608.134-24,29,1994-05-08,DISTRITO FEDERAL,"quadra costa
bonsucesso
67500713 da rocha alegre / ma"
Alexandre Rodrigues,740.685.192-85,57,1966-07-07,AMAPÁ,"vale rezende, 20
juliana
20752-947 sales / al"
Natália Rezende,784.015.962-11,61,1962-04-30,PARANÁ,"sítio nascimento, 64
são lucas
48051121 azevedo de goiás / mg"
Emilly Caldeira,732.591.046-07,23,2000-05-28,ACRE,"estrada eduardo porto, 85
boa vista
91509-960 martins alegre / ma"
Levi Azevedo,639.852.417-91,85,1939-02-05,MARANHÃO,"estação da cruz, 13
primeiro de maio
42793309 carvalho / pi"
Nicole Da Rocha,567.238.104-90,23,2000-10-07,SÃO PAULO,"distrito clara viana, 41
lajedo
54222151 fogaça / ce"
Joana Moreira,435.012.968-51,64,1959-08-18,PIAUÍ,"viela de das neves, 139
novo glória
61687564 lima / df"
Maria Eduarda Almeida,573.694.082-56,72,1952-03-12,PERNAMBUCO,"travessa de barros, 4
santa helena
15465108 farias de aragão / pb"
Marcela Da Cruz,876.904.123-78,92,1932-03-05,TOCANTINS,"viela viana, 95
santa rita de cássia
96728-974 da costa / ce"
Helena Nunes,843.906.512-42,86,1937-08-16,RIO GRANDE DO NORTE,"feira vieira, 28
vila são dimas
98682-147 costa de goiás / sc"
Isaac Oliveira,209.418.756-01,50,1973-08-22,RIO DE JANEIRO,"rodovia cardoso, 377
santa cecilia
73265406 teixeira alegre / mt"
Manuela Pinto,094.728.615-20,39,1984-04-13,SANTA CATARINA,"praia almeida, 6
beira linha
27060932 carvalho / am"
Bryan Ramos,681.425.907-94,35,1988-06-03,PARAÍBA,"aeroporto de da rocha, 27
união
59692448 da mata do sul / ms"
Sr. Enzo Gabriel Fernandes,769.083.251-21,18,2005-08-24,MINAS GERAIS,"rodovia laís nunes, 50
vila madre gertrudes 2ª seção
84491232 peixoto / rr"
Brenda Ramos,269.478.305-83,97,1926-04-19,MINAS GERAIS,"rodovia de souza, 416
conjunto são francisco de assis
69793970 da luz do sul / pi"
Yuri Rezende,564.392.810-89,97,1926-04-17,MATO GROSSO,"praia costa, 3
vila santo antônio barroquinha
01477044 farias de nogueira / ac"
Luiz Miguel Da Costa,630.714.952-34,74,1950-03-09,SERGIPE,"via porto
conjunto capitão eduardo
65105570 da rosa dos dourados / pr"
Enzo Nogueira,187.306.492-69,62,1961-08-01,RONDÔNIA,"campo cauã freitas, 66
xangri-lá
85645933 moraes verde / pb"
Davi Lucca Azevedo,035.761.849-10,67,1956-09-30,AMAZONAS,"condomínio cunha, 74
camponesa 2ª seção
72670-629 viana / pa"
Luiz Otávio Fernandes,716.089.542-85,69,1954-08-08,MINAS GERAIS,"núcleo pietro barros
vila piratininga
50655-157 fernandes / pe"
Thomas Correia,083.695.147-66,77,1947-02-14,BAHIA,"aeroporto melo, 31
conjunto celso machado
30242-400 nunes verde / ac"
Davi Lucca Teixeira,647.105.832-26,82,1941-11-16,RIO GRANDE DO SUL,"condomínio de lima, 66
mirtes
13523-948 moraes / go"
Luiz Gustavo Ribeiro,149.782.036-78,29,1994-09-19,PARAÍBA,"pátio davi lucca viana, 6
gameleira
40343223 pires / pa"
Pietra Da Mata,427.051.638-08,66,1957-05-27,MATO GROSSO DO SUL,"feira gonçalves, 4
vila paquetá
10286777 santos / ap"
Joaquim Azevedo,016.243.957-16,69,1955-03-25,GOIÁS,"núcleo viana
conjunto jatoba
11680837 moraes / rn"
Sra. Agatha Melo,506.139.824-60,26,1998-02-10,RORAIMA,"feira de oliveira, 1
mariquinhas
46119-752 moura de minas / rn"
Maria Julia Lopes,613.875.920-68,55,1969-04-02,RONDÔNIA,"campo araújo, 10
tiradentes
67151-903 da cunha / go"
Dr. Marcelo Cardoso,862.405.317-07,78,1945-04-15,MARANHÃO,"lagoa ana sophia oliveira
pedreira padro lopes
62532-432 teixeira / rn"
Catarina Moreira,207.584.916-11,33,1991-03-29,MINAS GERAIS,"jardim sales, 42
conjunto minas caixa
22835-296 ribeiro do sul / ro"
Heitor Vieira,089.275.634-92,74,1950-01-27,AMAZONAS,"morro aragão, 796
estrela
42612-351 lima / mt"
Luiz Fernando Da Luz,071.354.698-01,73,1950-04-09,MINAS GERAIS,"aeroporto pietro oliveira, 4
parque são josé
30217731 nogueira de minas / rr"
Sabrina Silva,216.943.807-69,84,1939-06-06,RIO GRANDE DO SUL,"rodovia pedro henrique santos, 46
lagoa
22369254 costa / al"
Luiz Henrique Martins,648.913.572-82,45,1978-10-21,ALAGOAS,"praia ferreira, 17
heliopolis
19236-190 costela do galho / rj"
Catarina Carvalho,196.045.738-10,46,1977-05-29,PERNAMBUCO,"vila de farias, 46
minas caixa
76084-492 da paz / al"
Ana Vitória Azevedo,529.648.701-01,76,1947-08-10,RONDÔNIA,"campo yasmin moreira, 49
funcionários
43663-204 freitas / ap"
Thales Campos,412.839.065-89,81,1943-03-08,PARAÍBA,"avenida lavínia castro, 46
marieta 2ª seção
68968100 cavalcanti / sp"
Thales Oliveira,369.124.870-50,82,1941-06-24,GOIÁS,"condomínio levi almeida
vila nova cachoeirinha 3ª seção
36960-943 araújo / am"
Fernanda Cavalcanti,912.605.384-51,70,1953-11-28,ALAGOAS,"viela isis gomes, 43
petropolis
41621418 sales / ap"
Dr. João Gabriel Da Conceição,831.674.905-00,46,1977-08-31,AMAZONAS,"jardim luiz felipe duarte, 1
bela vitoria
95860979 freitas do amparo / rr"
Noah Barros,310.286.579-86,32,1991-12-22,ESPÍRITO SANTO,"jardim almeida, 48
belvedere
96441879 gonçalves / ms"
Dr. Felipe Novaes,685.213.097-59,51,1972-10-29,ESPÍRITO SANTO,"pátio de ribeiro, 16
pindura saia
56423394 martins do campo / rj"
Luiz Fernando Aragão,120.947.865-01,19,2004-09-15,DISTRITO FEDERAL,"ladeira mariane santos, 7
distrito industrial do jatoba
22231939 lopes de vieira / se"
Ana Júlia Cardoso,812.569.704-76,82,1941-11-04,BAHIA,"vila silveira, 86
gameleira
42269180 barros / pb"
Marina Ramos,068.459.237-10,60,1963-05-08,AMAZONAS,"ladeira duarte, 35
urca
65624052 da rocha de minas / mt"
Dra. Joana Lopes,619.802.457-11,57,1966-06-26,SERGIPE,"viaduto de novaes, 952
dom cabral
69283354 correia / sp"
Isabel Duarte,146.897.230-87,57,1966-12-27,ACRE,"aeroporto isaac da conceição, 1
vila jardim montanhes
56147352 da mota / mt"
Paulo Jesus,078.429.635-92,53,1970-04-25,RIO DE JANEIRO,"fazenda de porto, 4
santa lúcia
21597335 jesus da praia / pr"
Laura Costa,540.362.179-25,84,1940-02-27,ALAGOAS,"distrito de moraes, 56
alto vera cruz
37718933 mendes / ap"
Sra. Milena Pinto,280.361.495-24,64,1960-02-29,PERNAMBUCO,"jardim novaes, 13
sion
42069-041 ribeiro das flores / ro"
Danilo Ribeiro,109.426.753-80,67,1956-06-20,MINAS GERAIS,"ladeira de da conceição, 76
venda nova
04773-982 alves / to"
Lívia Nunes,742.380.591-23,49,1975-03-14,BAHIA,"passarela de porto, 65
pousada santo antonio
35531-299 mendes do amparo / pi"
Alícia Rodrigues,349.576.012-16,51,1972-08-26,GOIÁS,"travessa de farias, 9
esplanada
66582980 rodrigues de pinto / rs"
Agatha Rezende,057.128.349-79,94,1929-10-25,MARANHÃO,"parque da luz, 3
grajaú
70106998 rocha do campo / rr"
Juliana Santos,605.283.719-59,93,1930-09-18,SERGIPE,"parque de silveira, 6
são jorge 3ª seção
94014349 oliveira de alves / ms"
Maria Fernanda Da Conceição,408.753.129-50,62,1961-09-26,AMAZONAS,"campo santos, 714
alto barroca
91375590 araújo / rj"
Daniela Barbosa,861.325.749-64,35,1988-04-19,RORAIMA,"área de moreira, 82
das industrias i
57160931 pinto / df"
Arthur Pinto,562.304.791-25,30,1993-07-08,GOIÁS,"viela kamilly cunha
vista do sol
09969992 peixoto / sp"
Emanuel Aragão,910.648.375-57,41,1982-09-04,SANTA CATARINA,"campo de da cruz, 22
conjunto são francisco de assis
97327024 dias / sc"
Dra. Alice Vieira,936.471.508-00,77,1946-12-28,PARÁ,"rodovia cunha
das industrias i
80439-199 aragão de minas / ma"
Maria Cecília Moreira,805.671.324-71,65,1959-02-18,MATO GROSSO DO SUL,"passarela joão pedro nunes, 6
vila oeste
84706-059 fernandes de nogueira / df"
,532.789.041-41,73,1950-10-01,PERNAMBUCO,"estação alves, 8
vila petropolis
42191461 correia / pe"
Maria Vitória Campos,380.514.679-57,55,1968-07-05,PERNAMBUCO,"viela da costa, 16
canadá
89005-825 monteiro do galho / ma"
Isabel Da Conceição,819.074.635-93,89,1934-11-12,CEARÁ,"vale nogueira, 8
bela vitoria
66713-213 da cruz verde / ce"
,013.469.728-69,44,1979-09-06,RORAIMA,"parque helena pires, 852
vila jardim são josé
41877182 lima / al"
Dr. Thomas Nunes,967.831.542-46,81,1942-08-14,PIAUÍ,"vereda da mota, 37
vila da luz
50836-481 moura / se"
Lucca Moura,718.324.506-35,37,1986-12-20,PIAUÍ,"praia bryan martins, 8
santa amelia
78906-852 araújo / se"
Diogo Souza,169.208.537-95,65,1958-07-13,MINAS GERAIS,"largo maysa cavalcanti, 6
vila satélite
94991-235 ferreira da mata / ap"
Juliana Costa,980.314.567-39,53,1970-08-20,RIO GRANDE DO NORTE,"alameda de campos, 32
vila são rafael
35493-001 cardoso da serra / al"
Eduarda Da Costa,739.064.581-48,88,1935-07-10,SERGIPE,"jardim de lima, 1
das industrias i
92943262 da cruz / mt"
Alana Freitas,427.865.193-73,50,1973-07-15,MATO GROSSO DO SUL,"aeroporto noah jesus
diamante
89754-825 martins / ba"
Murilo Ramos,374.259.681-00,97,1927-01-02,PIAUÍ,"feira jesus, 20
aparecida 7ª seção
51628446 cavalcanti da praia / df"
Cecília Souza,294.870.651-30,20,2003-04-15,RONDÔNIA,"campo emanuelly gonçalves, 51
novo glória
59410-071 carvalho / ba"
Raul Martins,187.365.402-26,96,1927-10-17,PERNAMBUCO,"alameda de carvalho, 150
saudade
84797278 vieira / rr"
Renan Cavalcanti,072.685.391-77,69,1954-05-29,AMAZONAS,"trevo nina pereira, 99
álvaro camargos
69871484 novaes / ce"
Sr. Diego Pires,842.107.593-41,34,1989-10-25,SERGIPE,"morro eduarda farias, 92
aarão reis
37463172 castro / ac"
Sofia Da Rocha,719.034.862-03,57,1966-10-08,SANTA CATARINA,"vale davi luiz dias, 709
vila oeste
89234785 silva da serra / ce"
Lorenzo Dias,271.346.098-04,98,1925-09-08,PARANÁ,"favela elisa barbosa, 521
jardim vitoria
00115723 cardoso / sc"
Sr. Vitor Souza,426.583.097-83,73,1950-11-04,ALAGOAS,"aeroporto laura gonçalves, 7
vila vista alegre
73615-878 ramos de goiás / mg"
Vitor Gabriel Cardoso,354.802.917-50,30,1993-10-14,TOCANTINS,"setor de da luz, 81
são cristóvão
41556-273 caldeira alegre / go"
Pedro Rodrigues,790.846.152-20,98,1925-07-17,ACRE,"trevo de moreira, 63
araguaia
62981-534 ferreira de dias / pi"
Eduarda Teixeira,745.360.218-17,76,1947-07-26,TOCANTINS,"ladeira peixoto, 85
são marcos
20590392 da mota / ma"
Daniel Oliveira,753.108.264-08,34,1989-09-09,GOIÁS,"colônia maitê cardoso
copacabana
07346251 pereira de minas / df"
Isadora Nogueira,129.350.847-05,29,1994-10-29,BAHIA,"praia de campos, 94
candelaria
17994-979 farias / pr"
Sr. Fernando Moraes,768.291.350-95,96,1927-08-06,PIAUÍ,"área moreira, 8
grajaú
53772543 lima / pa"
Luiza Araújo,246.095.783-10,70,1954-03-28,PARAÍBA,"jardim de dias
mirtes
61141993 lima do galho / ce"
Maria Luiza Pires,620.159.487-67,46,1977-08-23,PARÁ,"viela de gonçalves, 79
vila havaí
33045503 pinto grande / sc"
João Lucas Das Neves,974.016.258-49,49,1975-03-17,PARANÁ,"campo de nascimento, 5
serra do curral
96012712 rezende da praia / sp"
Vitor Gabriel Carvalho,387.652.940-92,86,1937-08-14,GOIÁS,"viaduto farias, 15
sagrada família
80186-004 moura / pr"
Henrique Sales,196.308.745-39,57,1966-05-21,RIO DE JANEIRO,"jardim cavalcanti, 94
petropolis
67401928 aragão alegre / ba"
Henrique Ferreira,360.921.457-07,29,1994-10-25,ACRE,"lago de lopes, 6
floramar
54884-139 barbosa / go"
Dra. Raquel Da Mota,263.497.108-78,33,1991-01-02,DISTRITO FEDERAL,"aeroporto de fogaça, 29
santa sofia
37979425 santos / to"
Levi Melo,513.948.627-09,35,1988-05-03,Desconhecido,"travessa de da luz, 42
vila nova paraíso
27079723 farias / ms"
Ana Luiza Gomes,287.963.510-12,32,1991-08-14,PARAÍBA,"estação de da costa, 211
pilar
07901-377 da costa da serra / pa"
Isaac Fernandes,572.193.064-07,77,1946-04-26,DISTRITO FEDERAL,"recanto rodrigues, 80
minas caixa
44325-470 ramos de minas / pi"
Leandro Fernandes,018.526.394-15,65,1958-10-19,ALAGOAS,"praia daniel barbosa, 847
silveira
71207-030 barbosa / ba"
Dr. Breno Sales,135.280.496-42,77,1946-05-08,ACRE,"estação miguel rodrigues
coração de jesus
28628-790 monteiro do sul / al"
Rafael Araújo,481.270.635-17,84,1939-09-25,ESPÍRITO SANTO,"trevo sofia moreira, 67
alta tensão 1ª seção
71613-443 gonçalves de moraes / ce"
Eduardo Da Costa,043.291.768-31,73,1950-06-14,MATO GROSSO DO SUL,"quadra de alves, 729
camponesa 2ª seção
59140-150 castro / pa"
Dra. Larissa Fernandes,562.739.148-00,97,1926-07-18,SERGIPE,"aeroporto jesus, 2
são francisco
56777283 mendes do galho / es"
Milena Da Rocha,864.129.570-49,80,1944-01-20,RIO GRANDE DO NORTE,"alameda araújo, 53
piratininga
43263289 freitas da prata / ms"
Eduarda Aragão,362.578.140-90,76,1947-10-07,MATO GROSSO DO SUL,"viela de sales, 68
nova esperança
18765-887 da rocha paulista / to"
Sr. Ian Barbosa,149.706.235-70,66,1957-10-27,CEARÁ,"morro ryan da luz, 43
vila nova gameleira 2ª seção
51932151 santos / pb"
Ian Cardoso,731.240.968-78,83,1940-04-23,RIO GRANDE DO SUL,"área ferreira
jardim montanhês
48456-726 rodrigues / ap"
Vitor Gabriel Ferreira,916.428.705-01,53,1970-10-29,PIAUÍ,"conjunto farias, 36
silveira
70212-072 freitas / se"
Rodrigo Melo,982.136.054-89,43,1980-07-04,CEARÁ,"praia marina da rosa
são jorge 3ª seção
85701195 azevedo / ac"
Anthony Rezende,831.756.409-66,93,1930-07-16,SÃO PAULO,"via de viana, 68
beija flor
12487-147 barros / sc"
Sra. Bianca Farias,783.506.142-26,32,1991-10-30,ACRE,"viela campos, 2
anchieta
65687060 gonçalves / mg"
João Carvalho,298.370.514-50,91,1932-10-22,RIO GRANDE DO NORTE,"vereda de aragão, 15
horto
91408-129 novaes / rr"
Benício Da Costa,783.564.021-07,28,1995-07-03,ACRE,"vereda de souza, 13
europa
86657-778 pires / pr"
Yuri Alves,896.315.072-03,86,1937-10-16,CEARÁ,"colônia da costa, 7
ouro minas
16870883 oliveira / se"
Gabriela Da Rosa,210.396.874-31,76,1947-12-18,SANTA CATARINA,"vale de caldeira, 8
ribeiro de abreu
20825-399 nunes dos dourados / al"
Eduarda Da Conceição,238.670.945-00,99,1925-01-09,ESPÍRITO SANTO,"praia de silva, 91
joão pinheiro
24305-998 nogueira / es"
Vicente Aragão,875.032.149-88,96,1927-11-03,DISTRITO FEDERAL,"avenida da luz
vila inestan
75092-067 pinto de nascimento / al"
Srta. Sabrina Teixeira,682.413.095-89,87,1936-06-01,RIO DE JANEIRO,"estrada de da rosa, 69
jonas veiga
77228702 da costa / ap"
